Individual 1
Photo 3, 22.6800152176, 5.40069263283, 
Photo 2, 25.5756841536, 3.13840942832, 
Photo 6, 28.9985228478, 3.55226372081, 
Photo 10, 29.0967517151, 1.91036742724, 
Photo 7, 35.3389061825, 6.54011697041, 
Photo 8, 37.7501365905, 2.99473158924, 
Photo 5, 39.6690010841, 6.45246639976, 
Photo 4, 43.5130767569, 9.8831237722, 
Photo 9, 47.8496347176, 3.21285143912, 
Photo 1, 58.0620150306, 10.6269932697, 
Individual 2
Photo 10, 30.3126590245, 6.66963021925, 
Photo 5, 33.5344617468, 8.41204659822, 
Photo 1, 44.113346296, 4.95733043995, 
Photo 9, 51.9169201625, 1.17068919646, 
Photo 8, 55.5248050857, 11.723066, 
Photo 3, 72.1420232856, 12.4020177474, 
Photo 2, 83.2005728502, 20.1286189505, 
Photo 7, 85.1927826765, 15.1979045624, 
Photo 4, 85.7965167989, 6.6937645206, 
Photo 6, 97.2881168091, 8.18014120284, 
Individual 3
Photo 1, 23.0771057316, 4.58426745727, 
Photo 2, 23.7188263261, 1.27224255529, 
Photo 9, 28.2860357304, 4.36870289222, 
Photo 8, 52.014465098, 13.644802289, 
Photo 10, 55.7289842999, 7.93921600497, 
Photo 5, 75.4420286677, 10.6508589168, 
Photo 3, 75.9636288249, 18.3680078994, 
Photo 4, 87.056463653, 20.8481581995, 
Photo 6, 93.4644024271, 14.7668478739, 
Photo 7, 95.6619440241, 23.5961018971, 
Individual 4
Photo 6, 28.7132490171, 5.37240636687, 
Photo 7, 32.1633208338, 3.39873486654, 
Photo 4, 34.9675659454, 2.55580278137, 
Photo 3, 42.3016806206, 5.87511379271, 
Photo 10, 47.8822848609, 12.5014558167, 
Photo 2, 70.9248158425, 3.35317953574, 
Photo 9, 81.7915729358, 18.7779203812, 
Photo 8, 84.5337571699, 16.0481936776, 
Photo 5, 88.6141551404, 2.05992218481, 
Photo 1, 89.6023374155, 19.6334646696, 
Individual 5
Photo 2, 22.2399020416, 3.79546120383, 
Photo 6, 22.4946336099, 4.69329834799, 
Photo 8, 32.5620048109, 7.97837762952, 
Photo 4, 33.9003964312, 0.915894408659, 
Photo 5, 36.0928857449, 1.6269676688, 
Photo 1, 51.1404524577, 4.90977043017, 
Photo 10, 51.366386111, 6.50618106763, 
Photo 9, 56.4799075316, 11.1610856672, 
Photo 7, 76.640587277, 0.100350062129, 
Photo 3, 81.9898350199, 9.83050361217, 
Individual 6
Photo 3, 20.4798117128, 2.8028153878, 
Photo 4, 25.1541301033, 3.51011879904, 
Photo 10, 27.2997809301, 3.60514958979, 
Photo 8, 28.1071719345, 3.9572068882, 
Photo 6, 28.1156161626, 1.47914109146, 
Photo 7, 57.4372343997, 2.24329217656, 
Photo 5, 82.6796490562, 1.77364968237, 
Photo 1, 83.3425632775, 3.82150156621, 
Photo 9, 90.8326700842, 3.30152375323, 
Photo 2, 96.8533421756, 25.1602102668, 
Individual 7
Photo 8, 26.8643998907, 0.0120388137269, 
Photo 10, 35.2396281037, 7.24694842319, 
Photo 2, 49.5809687482, 5.07019550988, 
Photo 3, 58.1872741329, 5.44603287792, 
Photo 9, 63.6188480941, 6.02076297855, 
Photo 5, 69.3773252668, 7.74719896935, 
Photo 6, 69.4452242664, 1.14981496907, 
Photo 7, 70.6506231996, 0.75199917004, 
Photo 1, 85.636385203, 4.86667632169, 
Photo 4, 88.7757399055, 14.7519353939, 
Individual 8
Photo 8, 23.6483919862, 2.07966466743, 
Photo 5, 40.8886075612, 10.817569524, 
Photo 1, 47.3708815668, 3.35344629775, 
Photo 3, 50.5404476295, 9.33424695122, 
Photo 7, 57.1043222993, 10.9365745484, 
Photo 4, 59.0063454974, 9.82141155858, 
Photo 6, 67.8334069846, 7.61676771849, 
Photo 9, 82.4518951404, 1.80496832454, 
Photo 2, 87.5897694868, 7.05674606449, 
Photo 10, 89.0586068371, 0.779330354122, 
Individual 9
Photo 3, 39.8116562897, 7.43505730864, 
Photo 7, 42.3532046705, 3.07817828944, 
Photo 1, 44.8485538161, 7.862725752, 
Photo 6, 47.2812050982, 12.4608128127, 
Photo 8, 79.7321672516, 11.9163271946, 
Photo 2, 88.4455618721, 22.7394106585, 
Photo 10, 89.6866950029, 7.57057756422, 
Photo 4, 96.5691448769, 7.52235315966, 
Photo 5, 97.7985457068, 10.3720210228, 
Photo 9, 98.7319417387, 23.2872991977, 
Individual 10
Photo 5, 28.3684169522, 7.43696461238, 
Photo 9, 30.8981230175, 2.88079971281, 
Photo 8, 41.8092889109, 6.6975148167, 
Photo 1, 42.2457907739, 6.59588816099, 
Photo 3, 43.7065209124, 2.74568079837, 
Photo 10, 50.0942297394, 0.0324169722847, 
Photo 6, 50.691584234, 10.0554145988, 
Photo 2, 61.1569262313, 5.37429889378, 
Photo 4, 84.865633199, 15.5299142997, 
Photo 7, 86.106376801, 5.44660179946, 
