Individual 1
Photo 3, 30.14784841, 6.39699388379, 
Photo 1, 42.2266016914, 1.41097748001, 
Photo 4, 47.0574499545, 8.85961257964, 
Photo 9, 52.6791361064, 1.89501215851, 
Photo 10, 54.797909087, 9.17702303468, 
Photo 7, 58.974753071, 7.53619131712, 
Photo 2, 65.4778180975, 15.5447946855, 
Photo 8, 81.7261908188, 11.2610720826, 
Photo 6, 83.0548419811, 13.2935874339, 
Photo 5, 96.4781558156, 20.6341309839, 
Individual 2
Photo 2, 32.2816569887, 1.3507522937, 
Photo 3, 37.640538737, 7.5376078319, 
Photo 8, 39.2942612004, 10.2819719745, 
Photo 1, 42.3903585856, 3.31309770047, 
Photo 6, 51.8680001699, 10.5255218523, 
Photo 7, 55.5196999461, 7.98482211306, 
Photo 10, 82.2803597122, 6.23020158898, 
Photo 5, 90.7802788083, 2.00653970067, 
Photo 4, 93.9030945327, 2.84597653965, 
Photo 9, 95.3621977127, 17.7947381703, 
Individual 3
Photo 4, 21.0141047321, 2.28575150111, 
Photo 1, 21.714846943, 4.24369651744, 
Photo 5, 25.1416893777, 0.0520181162363, 
Photo 7, 26.7292138082, 5.56279239347, 
Photo 8, 57.6001967397, 3.96143369738, 
Photo 10, 68.6855309361, 1.2444616017, 
Photo 9, 82.5637475657, 19.3637100813, 
Photo 2, 83.0401576822, 14.6872783469, 
Photo 6, 87.5147371699, 5.27668753226, 
Photo 3, 99.0551539115, 20.2501084599, 
Individual 4
Photo 2, 21.9494517208, 5.14997264973, 
Photo 6, 38.445527052, 0.441521275037, 
Photo 7, 46.8805011808, 3.87220970152, 
Photo 4, 48.9548131927, 6.60820483345, 
Photo 8, 59.9769194254, 4.59883998241, 
Photo 10, 66.2998864982, 10.1640213551, 
Photo 3, 69.0507047051, 10.4417529322, 
Photo 9, 69.8981610156, 3.30855110778, 
Photo 1, 72.0541226342, 4.28890230239, 
Photo 5, 72.5044032425, 10.0473783903, 
Individual 5
Photo 2, 36.4288686069, 6.02632077568, 
Photo 5, 44.3471506961, 3.32516898703, 
Photo 7, 56.8447271522, 7.7387579612, 
Photo 4, 62.6413312599, 1.55848725752, 
Photo 3, 64.1405303562, 2.46170438446, 
Photo 10, 76.747377674, 20.4313690124, 
Photo 8, 77.2986240647, 14.2685299821, 
Photo 6, 84.9574916952, 18.3019363696, 
Photo 9, 86.8700845963, 0.0526174588125, 
Photo 1, 87.0621572333, 8.13150350223, 
Individual 6
Photo 6, 42.4436983612, 6.96373347395, 
Photo 1, 48.0459500942, 1.54822540431, 
Photo 2, 60.4388668733, 0.155472171593, 
Photo 7, 64.8688265421, 14.668304892, 
Photo 10, 81.1306207266, 2.20572838707, 
Photo 4, 84.1410380205, 19.9499767793, 
Photo 8, 87.1293120617, 18.034398913, 
Photo 3, 90.2571644554, 3.84191983683, 
Photo 9, 90.4915649816, 14.279528486, 
Photo 5, 92.5327518236, 17.1364676348, 
Individual 7
Photo 7, 21.0554871275, 4.03406403794, 
Photo 9, 23.7184856579, 5.36022287231, 
Photo 6, 32.4025562761, 3.48457351542, 
Photo 4, 35.1113948474, 6.88323313803, 
Photo 2, 39.7709803093, 8.44501508161, 
Photo 3, 46.5720167762, 3.29799527536, 
Photo 8, 75.3555840111, 1.20132719251, 
Photo 5, 77.1553598115, 7.01686148136, 
Photo 1, 85.8276542795, 4.77772980806, 
Photo 10, 90.7055664459, 3.79518369034, 
Individual 8
Photo 6, 29.7159794769, 1.89351983248, 
Photo 10, 32.0943836986, 7.63180767863, 
Photo 7, 33.2589340459, 3.78422185761, 
Photo 3, 37.0587937379, 4.12081583068, 
Photo 5, 40.6122984287, 7.78397170729, 
Photo 9, 43.6847729108, 9.6739792712, 
Photo 2, 60.3859842631, 3.02404081159, 
Photo 4, 79.7319103999, 10.2643252758, 
Photo 8, 85.0426613584, 13.7938036112, 
Photo 1, 90.5776780015, 15.586616474, 
Individual 9
Photo 10, 27.3763316437, 2.73302932829, 
Photo 3, 32.3094636501, 4.49836616262, 
Photo 6, 43.4503130366, 0.0564790083041, 
Photo 8, 50.4814139197, 9.65918753614, 
Photo 9, 52.5627307766, 0.55370455143, 
Photo 5, 66.2946293346, 15.8935498381, 
Photo 7, 73.2407869564, 4.93492675233, 
Photo 4, 73.497646263, 1.85536999402, 
Photo 1, 92.4268468586, 1.36258162431, 
Photo 2, 92.5553880306, 8.77129720162, 
Individual 10
Photo 8, 33.2698559941, 4.74739764683, 
Photo 2, 37.1386816182, 3.61076202881, 
Photo 4, 43.1545645855, 7.59456815407, 
Photo 1, 58.0311570819, 12.1118289668, 
Photo 3, 62.1659482634, 5.08568790843, 
Photo 10, 67.906193996, 10.0034059029, 
Photo 9, 84.7668505291, 12.3009786228, 
Photo 5, 87.8160609042, 17.9488182811, 
Photo 6, 93.9931213275, 1.18035205643, 
Photo 7, 96.4855832748, 25.6581741591, 
